id,"name","department","alias","symptom","bodypart","prone_group","related_ill","definition","etiology","clinical_feature",search_index
2712,"复发性髌骨脱位","骨科","no","摇摆步态,膝关节肿胀积血,膝关节内侧肿胀,髌后疼痛,髌骨劳损","下肢","暂无","膝关节结核,膝关节侧副韧带,膝关节骨性关节,膝关节半月板损","膝关节屈伸运动时，髌骨在股骨下端前方滑车内上下移动，由于髌骨的解剖结构，股四头肌和关节囊的作用，使之运动时维持稳定。髌骨关节面中央呈纵形脊状凸起，与股骨下端相应关节面吻合，阻止髌骨左右滑动。股四头肌收缩主要是股四头肌牵拉作用，防止髌骨向外脱位，肌肉收缩时关",NULL,NULL,0
2713,"滑膜炎","骨科","no","关节积液,关节肿胀,膝关节疼痛,膝关节不能完全,炎性损害,滑膜发炎,关节液渗出,关节肿痛","下肢","暂无","滑膜肉瘤,膝关节骨性关节,慢性创伤性滑囊,色素绒毛结节性,跟腱后滑囊炎,膝关节半月板损","滑膜炎英文名：synovitis，是一种多发性疾病，其发病部位主要在膝关节。膝关节是人体滑膜最多，关节面最大和结构最复杂的关节，由于膝关节滑膜广泛并位于肢体表较浅部位，故遭受损伤和感染的机会较多，膝关节滑膜炎主要是因膝关节扭伤和多种关节内损伤，而造成",NULL,NULL,3202
2714,"股骨干骨折","骨外科","no","老人髋部疼痛,下肢短缩,大腿局部肿胀变,蝶形骨折,血压下降,面色苍白","下肢","暂无","髋关节脱位,髌骨骨折,髋关节前脱位,髋关节后脱位,股动脉损伤,休克,粉碎性骨折","股骨是人体中最长的管状骨。股骨干包括粗隆下2～5cm至股骨髁上2～5cm的骨干。股骨干为三组肌肉所包围，其中伸肌群最大，由股神经支配;屈肌群次之，由坐骨神经支配;内收肌群最小，由闭孔神经支配。由于大腿的肌肉发达，骨折后多有错位及重叠。股骨干周围的外展肌群，",NULL,NULL,0
2715,"趾间神经痛","骨外","no","足趾伸屈时足部,足底烧灼感,足部肿胀压痛,神经痛","下肢","暂无","跖骨骨折,骨折","神经痛或良性神经瘤可发生在任何趾间神经.趾间神经行走于趾骨之下和跖骨之间,越过跖球,走向远端,支配足趾.第三足底趾间神经由内,外足底神经的分支组成,通常在这里形成神经瘤Morton神经瘤.单侧神经瘤比双侧更常见,女性比男性更多.",NULL,NULL,0
2716,"胫骨髁骨折","骨科","no","关节疼痛,胫骨疼痛,胫骨压痛,胫骨干骨不连,胫骨粗隆肿胀,大腿局部肿胀变","下肢","暂无","胫骨结节骨软骨,胫骨平台骨折,关节脱位,胫骨后唇骨折,膝关节骨性关节","胫骨髁骨折，约占全身骨折中的0.38％。是较为常见的骨折。好发于青壮年。男性患者多于女性。胫骨髁骨折又较内髁骨折多见。胫骨髁骨折为关节内骨折，骨折波及胫骨近端关节面。严重者还可合并有半月板及关节韧带损伤。因此胫骨髁骨折，容易引起膝关节的功能障碍。为了获得最",NULL,NULL,0
2717,"急性减压性骨坏死","骨科","no","水肿,低血容量休克,肢体疼痛,关节疼痛,皮肤型屈肢症,剧痛,骨无菌性坏死","下肢","暂无","水肿,减压病,风湿性关节炎,弥散性血管内凝,血栓形成,神经症,类风湿性关节炎,休克","减压性骨坏死是高气压作业工人或潜水员所发生的骨坏死，在从事高气压作业的工人中，有将近半数的人可发生骨关节损伤。在早期是一种无症状的骨损伤，只有X线照片才可能发现，其典型发病部位是在肱骨、股骨和胫骨骨干等处。只要有过一次高气压暴露史，不论是否患过急性减压病，",NULL,NULL,0
2718,"先天性环状束带","骨科","狭窄环综合征","肌腱断裂,组织坏死,软组织肿胀,继发感染,骨骼变形缩短","下肢","暂无","缺血性坏死","先天性环状束带又称先天性环状挛缩带，亦称狭窄环综合征或Streeter畸形，属肢体软组织环形缺陷畸形。",NULL,NULL,0
2719,"先天性拇内翻","骨外科","no","类风湿关节炎,足部肿胀压痛,拇指不明原因疼,不能伸展拇指","下肢","暂无","步态异常,化脓性关节炎,银屑病关节炎,感染性关节炎,骨关节炎","先天性内翻与外翻相反，表现为趾在跖趾关节处向内侧倾斜成角，导致趾与第2趾分开，同时伴有第1、2跖骨间角增大。",NULL,NULL,0
2720,"距骨骨折","骨外科","脚后跟骨折","足跟痛,外踝前下方肿胀,距骨坏死,踝及足麻木和有","下肢","暂无","踝部骨折,距骨骨折脱位,踝部急性韧带损,距骨后外结节骨","距骨骨折较少见，多由直接暴力压伤或由高处堕落间接挤压所伤。后者常合并跟骨骨折。距骨骨折，易引起不愈合或缺血性坏死，应及早诊治。距骨骨折与脱位是足部常见的损伤。其预后并不十分理想。必须了解其损伤机理及其解剖，才能取得满意的治疗效果。",NULL,NULL,0
2721,"股四头肌肌腱断裂","骨科","no","肌腱断裂,膝关节肿胀积血,伸膝障碍,股四头肌损伤,股二头肌损伤,髌骨疼痛,髌周指压痛","下肢","暂无","膝关节结核,髌骨骨折,膝关节骨性关节,急性髌骨脱位,膝关节半月板损,膝关节韧带损伤","伸膝装置由股四头肌、髌骨、髌腱构成。当股四头肌的突然的收缩力的峰值超出伸膝装置的某一薄弱部分的力学负荷极限时，将会导致伸膝装置的断裂，包括髌骨骨折。伸膝装置的断裂可以是不完全的断裂，即部分胶原纤维的微观撕裂，使伸膝装置的张力减小，长度增加。直接的切割伤也同",NULL,NULL,0
2722,"股骨粗隆间骨折","骨科","股骨转子间骨折","关节肿胀,髋内翻,下腹局部疼痛","下肢","暂无","股骨颈骨折,股骨干骨折,股骨头坏死","股骨粗隆间骨折是老年人常见损伤，患者平均年龄比股骨颈骨折患者高5～6岁。由于粗隆部血运丰富，骨折后极少不愈合，但甚易发生髋内翻。高龄患者长期卧床引起并发症较多。",NULL,NULL,0
2723,"跟骨骨折","骨外科","no","扭伤,足跟淤血,足跟痛,足部肿胀压痛,舌型骨折,脚外侧疼,脚后跟长骨刺,残株型骨折","下肢","暂无","跟骨骨骺骨软骨,跟骨骨刺综合征,跖骨疲劳性骨折","以足跟部剧烈疼痛，肿胀和瘀斑明显，足跟不能着地行走，跟骨压痛为主要表现的跟骨骨折。本病成年人较多发生，常由高处坠下或挤压致伤。经常伴有脊椎骨折，骨盆骨折，头、胸、腹伤，初诊时切勿遗误。跟骨为松质骨，血循供应比较丰富，骨不连者甚少见。但如骨折线进入关节面或复",NULL,NULL,0
2724,"进行性骨干发育不良","骨科","对称性硬化性厚骨症","共济失调,颅内压增高,肌肉萎缩,“鸭步”步态,步态不稳,消瘦,视力障碍,麻痹,复视,骨痛","下肢","暂无","颅内压增高,小儿进行性骨干,共济失调","进行性骨干发育不良progressivediaphysialdysplasia，PDD又称增殖性骨膜炎、对称性硬化性厚骨症、Engelmann病或Camurati-Engelmann病。本病由Camurati和Engelmann192",NULL,NULL,0
2725,"踝扭伤","骨科","no","足外翻,足内翻,足踝捩伤,踝关节屈曲挛缩,踝关节疼痛,踝部及足背水肿,撕脱骨折","下肢","暂无","踝关节结核,距骨骨折,踝部急性韧带损,距骨后外结节骨,踝关节软骨损伤,关节扭伤","踝部扭伤轻者韧带拉松或部分撕裂;重者则完全断裂，并有踝关节半脱位，或并发骨折脱位。踝关节扭伤后，病人外跟前下方或下方有疼痛、肿胀，急性期可有瘀斑。这时做足内翻的动作会加重疼痛，做足外翻则可无疼痛。",NULL,NULL,0
2726,"腓总神经损伤","骨伤科","no","小腿外侧及足背","下肢","暂无","烫伤,腓骨肌萎缩症,周围神经病损,腓总神经卡压症,瘫痪","腓总神经损伤常因外伤引起，主要表现为足下垂，走路呈跨越步态;踝关节不能背伸及外翻，足趾不能背伸;小腿外侧及足背皮肤感觉减退或缺失;胫前及小腿外侧肌肉萎缩。",NULL,NULL,0
2727,"膝关节内侧副韧带断裂","骨科","no","韧带断裂,膝后肿胀疼痛，,膝关节疼痛,膝关节肿大,肌肉紧张性疼痛","下肢","暂无","膝关节结核,膝关节骨性关节,创伤性关节炎,膝关节半月板损","韧带是膝关节重要的静力性稳定因素，其主要功能是限制作用的制导作用。当韧带承受的应力超过其屈服点，即完全断裂的标志点后，常为撕裂伤，仍可能保持大体形态的连续性，但其维持关节稳定的张力时显丧失，出现直向不稳定。若暴力较严重，膝关节有极度的移位发生时，可发生韧带",NULL,NULL,0
2728,"膝关节韧带损伤","骨科","no","韧带断裂,关节疼痛,剧烈疼痛,膝后肿胀疼痛，,膝关节肿胀积血,膝关节疼痛,膝关节不能完全,不能屈膝","下肢","暂无","韧带损伤,膝关节侧副韧带,膝关节内侧副韧,十字韧带损伤","膝韧带抗拉力强，并具有一定的弹性，其功能为维持关节的稳定，并限制其超越生理范围的活动。非生理性暴力活动时，牵拉韧带超过其耐受时，即发生韧带损伤。部分损伤时称为捩伤，完全断裂时可撕脱其附着部位的骨质，甚至引起半脱位或全脱位。临床表现为局部肿痛、压痛或关节不稳",NULL,NULL,0
2729,"髋关节后脱位","骨科","no","臀部可触及上移","下肢","暂无","髋关节脱位,休克","髋关节是一杵臼关节，由髋臼和股骨头组成，髋臼深而且大，能容纳股骨头的大部分，两者互相密合，形成真空，能互相吸引。关节囊及周围韧带较坚强，构成一个相当稳定的关节，脱位的发生率较低。髋关节囊前壁有较强的髂股韧带，内上壁有耻骨囊韧带，后上壁有坐骨囊韧带加强。但内",NULL,NULL,0
2730,"跖骨疲劳性骨折","骨科","no","疲劳,情绪性疲劳,足跟步行,足部肿胀压痛,长时间或剧烈运,运动功能障碍","下肢","暂无","跟骨骨折,跖骨骨折,骨折,骨质疏松","田径运动员在奔跑时跖骨头会产生很大的应力，特别是第1，第2跖骨头。而第2，第3，第4跖骨头由于其干骺端较薄弱，容易造成骨折。危险因素包括弓形足，穿减振质量差的鞋和骨质疏松。",NULL,NULL,0
2731,"坐骨神经损伤","骨科","no","尾部疼痛而拒坐,小腿外侧及足背,大腿以下或膝以,溃疡","下肢","暂无","梨状肌综合征,髋关节脱位,坐骨神经盆腔出,坐骨神经痛","坐骨神经由L4、5和S1、2、3神经根组成。损伤原因多由股部或臀部火器伤引起，有时髋关节脱臼和骨盆骨折亦可合并坐骨神经损伤。",NULL,NULL,0
2732,"胫骨远端爆裂骨折","骨科","垂直压缩骨折","肢体短缩畸形,胫骨疼痛","下肢","暂无","创伤性关节炎,骨折","高速纵向压力，造成胫骨下关节面粉碎性骨折，及胫骨远端粉碎性骨折，骨折片向四周爆裂。但该处四周仅由皮肤包围，不能提供骨片向四周移位的空间，皮肤必然受到莫大张力，形成水疱，甚至皮肤破裂，骨片尖端可刺破皮肤。虽然是由内向外的开放骨折，不同于由外向内伤力造成的开放",NULL,NULL,0
2733,"先天性跖骨内收畸形","骨科","no","no","下肢","暂无","足外翻,足畸形,足内翻","先天性跖骨内收畸形表现为前足在附中关节处的内翻与内收。畸形完全在踝关节前方，而足跟与小腿仍保持正常关系。",NULL,NULL,0
2734,"特发性股骨头坏死","骨科","缺血性股骨头坏死","剧烈疼痛,感染性发热,髋关节痛,大转子叩痛","下肢","暂无","骨肉瘤","特发性股骨头坏死又称为缺血性股骨头坏死，是一种常见病，股骨头坏死的病因多种多样，但其共同的病理机制是骨组织缺血，所以关于发病机制、血供受阻理论最易被人接受。这种理论认为，由于各种骨内、外致病因素引起骨组织营养血流减少、骨内血管网受压或流出静脉阻塞，造成局部",NULL,NULL,0
2735,"距骨后外结节骨折","骨科","no","足跟淤血,足部肿胀压痛,踝关节疼痛,踝部及足背水肿","下肢","暂无","踝关节扭伤,踝部骨折,距骨骨折脱位,距骨骨折,骨折","此处骨折是跖屈损伤的结果,压力从胫骨后下唇作用于距骨结节.这个软骨接合部骨折的发生,通常是在篮球,网球运动时突然以跖骨或脚趾起跳的后果.类似地,用力向后踩空椅子也能发生.芭蕾舞演员的距骨外侧结节伸长Stieda突更易于发生这种损伤.",NULL,NULL,0
2736,"胫骨结节骨软骨病","骨科","胫骨结节骨骺炎","胫骨疼痛,膝关节疼痛,胫骨结节处的酸","下肢","暂无","月状骨骨软骨病,跟骨骨骺骨软骨,足舟状骨骨软骨,跖骨头骨软骨病,少年性椎体骨软","胫骨结节骨骺炎，又称胫骨结节骨软骨病，胫骨结节骨软骨炎，胫骨结节骨骺无菌性坏死。从多种病因学的命名来看，对其发病原因，病理实质认识不统一，国外文献多称Osgood-Schlatter病，是1903年由Osgood和Schlatter分别同期报告。",NULL,NULL,0
2737,"胫腓骨干骨折","骨科","no","胫骨疼痛,胫骨压痛,胫骨干骨不连,大腿局部肿胀变","下肢","暂无","胫腓骨骨干骨折,慢性骨髓炎,血管损伤,骨髓炎,骨折","胫腓骨是长管状骨中最常发生骨折的部位，约占全身骨折的13.7%。10岁以下儿童尤为多见，其中以胫腓骨双骨折最多，胫骨骨折次之，单纯腓骨骨折最少。胫腓骨由于部位的关系，遭受直接暴力打击、压轧的机会较多。又因胫骨前内侧紧贴皮肤，所以开放性骨折较多见。严重外伤、",NULL,NULL,0
2738,"肠道短路关节炎皮炎综合征","皮肤科","肠道短路关节炎皮炎综合症","皮炎,紫癜,脓疱,骨硬化,背痛,结节","下肢","暂无","结核性心包炎,肾小球肾炎,视网膜血管炎,胸膜炎","肠道短路手术空肠回肠吻合术是一种对病态肥胖症常用的治疗方法，但可能引发关节炎-皮炎综合征，有时并发肾脏、肝脏和血液系统的疾病。20%～80%的病例在术后2～30个月出现关节炎症状。这种关节炎呈多关节对称性和游走性，既可影响上肢也可累及下肢关节。1/4的",NULL,NULL,0
2739,"胫腓下联合前部分离","骨科","no","外踝呈现凹陷,三角韧带损伤,腓肠肌撕裂,撕脱骨折,结节","下肢","暂无","骨折","胫腓下联合前部分离常伴随腓骨远端骨折、胫腓联合骨折和胫骨前结节撕脱骨折同时发生，损伤后导致踝关节不稳定。胫腓下联合前部分离，为外旋伤力所致。距骨体的前部分推挤外踝，使其向外向后扭转，常见胫骨前结节撕脱。但多数病例为胫腓前韧带本身撕裂。以后是韧带后方的滑膜盲",NULL,NULL,0
2740,"跟腱后滑囊炎","骨科","no","足跟的后上方疼,足部肿胀压痛,发炎","下肢","暂无","滑囊炎,距骨骨折脱位,距骨骨折,距骨后外结节骨,骨折","发生在跟腱上方的滑囊炎症，是足跟位置与功能异常的结果。跟腱后滑囊炎最多见于青年女性，但男性也可发生。由于足跟在整个步伐周期中容易以内翻的位置活动，过度压迫跟骨外后侧面与鞋帮之间的软组织形成跟部硬茧。跟骨的这一面变得隆起，易于触及，常被误认为外生骨疣。",NULL,NULL,0
2741,"髌腱断裂","骨科","no","伸膝障碍,结节,创伤","下肢","暂无","髌骨不稳定","髌腱断裂通常是髌骨下缘撕脱，亦可见髌腱远端的胫骨结节撕脱。由于股四头肌的收缩，髌骨可以随股四头肌肌腱向上回缩3～6cm。因此，对髌腱断裂，应该强调早期修复。晚期由于髌腱失张力后挛缩和瘢痕化，往往不得不施行重建手术。",NULL,NULL,0
2742,"先天性膝关节脱位","骨科","no","膝盖撞伤,膝关节软弱无力,不能屈膝,关节畸形","下肢","暂无","膝关节侧副韧带,膝关节内侧副韧,膝关节半月板损","先天性膝关节脱位与半脱位乃严重膝过伸。本病女性较多，为男性的2～8倍。半数以上病例并发其他先天畸形。大多数病人无家族遗传倾向，Provenzano在2",NULL,NULL,0
2743,"距骨骨折脱位","骨科","no","肢端缺血,剧烈疼痛,下肢负重障碍","下肢","暂无","跟骨骨折,胫腓骨骨折,胫骨后唇骨折,距骨骨折,距骨后外结节骨","全身诸骨骼中距骨是惟一一块无肌肉起止的骨骼，仅有滑膜、关节囊和韧带相连，因此血供较差，不愈合及无菌性坏死者多见。此种损伤的发生率在足部骨折中约占1%左右，虽十分少见，但所引起的问题较多，属临床上为大家所重视的难题之一。距骨分为头部、颈部及体部;头部与舟骨构",NULL,NULL,0
2744,"筋膜间隔区综合征","骨外科","间隔综合征","小腿或前臂间隙,肢体肿胀,肌肉挛缩,剧烈疼痛,紧张,足畸形,屈腕屈指无力,无力,麻痹,剧痛","下肢","暂无","急性肾功能衰竭","筋膜间隙综合征compartmentsyndrome，CS系肢体创伤后发生在四肢特定的筋膜间隙内的进行性病变，即由于间隙内容物的增加，压力增高，致间隙内容物主要是肌肉与神经干发生进行性缺血坏死。",NULL,NULL,0
2745,"跟骨骨刺综合征","骨外科","跟骨痹","足跟淤血,足跟痛,足跟后凸,脚后跟长骨刺","下肢","暂无","风湿性关节炎,类风湿性关节炎,骨质增生,痛风","由于牵拉骨膜上的足底筋膜引起的跟骨下区域的足跟痛，在X线上有或无骨刺表现。骨刺是由于足底筋膜在跟骨的附着处过度牵拉骨膜所致。过度牵拉引起足底筋膜内缘的疼痛足底筋膜炎。导致跖筋膜紧张的病变有平足及跟腱挛缩。",NULL,NULL,0
2746,"跖趾关节痛","骨科","no","关节僵硬,关节疼痛,神经痛,局部压痛,关节僵直","下肢","暂无","风湿性关节炎,关节脱位,类风湿性关节炎,共济失调","跖趾关节疼痛是累及跖趾关节的疼痛，是一种常见的症状，几乎全部是由于关节面异常引起半脱位和关节囊与滑膜的撞击，最终导致关节软骨的破坏退行性关节病。",NULL,NULL,0
2747,"胫骨平台骨折","骨科","no","no","下肢","暂无","关节肿胀,胫骨疼痛,紧张","胫骨平台骨折是膝关节创伤中最常见的骨折之一。膝关节遭受内/外翻暴力的撞击，或坠落造成的压缩暴力等均可导致胫骨髁骨折。由于胫骨平台骨折是典型的关节内骨折，其处理与预后将对膝关节功能产生很大的影响。同时，",NULL,NULL,356
2748,"皮下T细胞淋巴瘤","肿瘤科","脂膜炎样T细胞淋巴瘤","嗜红细胞综合征,体重减轻,疲乏,结节","下肢","暂无","发烧,脂膜炎,结节性红斑","皮下T细胞淋巴瘤sudcutaneouspanniculitis-likeT-celllymphoma，目前病因尚不明确。患者下肢出现皮下结节，常被诊断为结节性红斑或其他型脂膜炎。常见噬红细胞综合征，并常致患者死亡。",NULL,NULL,0
2749,"疣状血管瘤","血管外科、皮肤科","no","肢端角化,丘疹,表皮角化,结节","下肢","暂无","疣状肢端角化病,疣状表皮发育不,疣状皮肤结核,疣状癌,疣状角化不良病,血管瘤","疣状血管瘤为少见的血管畸形，出生时或儿童期发病。皮损为单侧，成群、散在或融合性角化性血管性丘疹，早期损害呈淡蓝色，界限清楚，性质柔软，并逐渐扩大，好发部位为下肢，特别是下肢远端。",NULL,NULL,0
2750,"卵巢囊肿","妇科","no","胸腔积液,卵巢增大,腹痛,腹胀,腹水,男性化,卵巢性闭经,滤泡增大,胃肠道症状,下肢水肿","女性盆骨","暂无","畸胎瘤,腹水,卵巢卵黄囊瘤,腹痛,卵巢肿瘤,腹胀,小儿卵巢肿瘤,卵巢宫内膜样肿,卵巢未成熟畸胎,宫外孕","卵巢囊肿属广义上的卵巢肿瘤的一种，各种年龄均可患病，但以20-50岁最多见。卵巢肿瘤是女性生殖器常见肿瘤，有各种不同的性质和形态，即：单一型或混合型、一侧性或双侧性、囊性或实质性、良性或恶性，其中以囊性多见，恶性变的程度很高。腹腔镜检查可直接看到肿物的大体",NULL,NULL,8236
2751,"阴挺","中医科","no","耳鸣,头晕,心悸,子宫下垂,外阴下坠感,腰酸,气短,乏力","女性盆骨","暂无","头晕,耳鸣,子宫脱垂,直肠脱垂,阴道壁脱垂,膀胱脱垂,阴道前壁膨出","阴挺，指妇人阴中有物突出，实即子宫脱出，甚至脱出阴道口外。多由气虚下陷，带脉失约，冲任虚损，或多产、难产、产时用力过度，产后过早参加体力劳动等，损伤胞络及肾气，而使胞宫失于维系所致。",NULL,NULL,226
2752,"外阴色素痣","妇科","no","瘙痒,痣细胞,溃疡,结节","女性盆骨","暂无","蓝痣,疣,色素痣,黑色素瘤,黑痣","外阴色素痣分为黑痣和蓝痣。外阴黑痣的重要性在于它有发展成恶性黑色素瘤的可能，其病死率较高，有40%的恶性黑色素瘤起源于黑痣。色素痣还有浅棕、深褐色至黑色，直径1mm～2cm。有的在皮内，有的隆起于皮肤，亦有呈乳头状或疣状凸出于皮肤者，其上可有毛发或无毛发。",NULL,NULL,0
2753,"外阴炎","妇科","no","外阴溃疡,湿疹,外阴瘙痒,湿疣,外阴损伤,外阴烧灼刺激感,外阴肿胀,细菌感染","女性盆骨","暂无","阴道毛滴虫病,皮肤瘙痒,湿疹,单纯性外阴炎,外阴-阴道-牙,霉菌性外阴炎,环状外阴炎,淋病","外阴炎是由于病原体侵犯或受到各种不良刺激引起的外阴发炎，可独立存在，更多时与阴道炎、泌尿系疾病、肛门直肠疾病或全身性疾病并发，或为某些外阴疾病病变过程中的表现之一。临床表现为外阴皮肤瘙痒、疼痛、烧灼感甚至肿胀、红疹、糜烂、溃疡。",NULL,NULL,529
2754,"胫腓骨骨干骨折","骨科","no","扭伤,单纯骨折,剧烈疼痛,蝶形骨折,螺旋形骨折","下肢","暂无","胫腓骨骨折,胫骨髁骨折,胫骨平台骨折,胫骨应力骨折","胫腓骨是长管状骨中最常发生骨折的部位，约占全身骨折的13.7%。10岁以下儿童尤为多见，其中以胫腓骨双骨折最多，胫骨骨折次之，单纯腓骨骨折最少。胫腓骨由于部位的关系，遭受直接暴力打击、压轧的机会较多。又因胫骨前内侧紧贴皮肤，所以开放性骨折较多见。严重外伤",NULL,NULL,0
2755,"月经失调性不孕症","中医科","no","闭经,腹痛,月经量多,月经发黑,月经周期改变,月经稀少","女性盆骨","暂无","子宫内膜增生,腹痛,闭经,月经不调,黄体功能不全性,子宫内膜异位症,不孕症,附件炎,痛经","妇女长期月经错乱，夫妇同居3年以上不受孕。经期或前或后，或数月一至，或一月数至，甚则闭经。经量或多或少，经色或淡或紫，或经行腹痛，或经期前后腹痛。或伴有附件炎、输卵管包块、子宫发育不全、子宫内膜炎等。",NULL,NULL,1
2756,"阴道内胚窦瘤","妇科","阴道卵黄囊瘤","阴道出血,阴道流血过多,息肉","女性盆骨","暂无","阴道恶性苗勒管","阴道内胚窦瘤是发生于婴幼儿阴道的较少的恶性肿瘤，少于25%的病人自发病后活过两年。内胚窦瘤可发生在卵巢、外阴、阴道和宫颈。",NULL,NULL,0
2757,"输卵管积水","妇科","no","腹痛,女性不孕,输卵管粘连,输卵管肿大","女性盆骨","暂无","输卵管阻塞性不,输卵管肿瘤,慢性输卵管卵巢,腹痛,输卵管结核,原发性输卵管癌","输卵管积水是指为慢性输卵管炎症中较为常见的类型。在输卵管炎后，或因粘连闭锁，粘膜细胞的分泌液积存于管腔内，或因输卵管炎症发生峡部及伞端粘连，阻塞后形成输卵管积脓，当管腔内的脓细胞被吸收后，最终成为水样液体。也有的液体被吸收剩下一个空壳，当做造影时显示出积水",NULL,NULL,325
2758,"卵泡囊肿","妇科","孤立性卵泡囊肿","性早熟,绝经后出血","女性盆骨","暂无","卵泡囊肿,卵巢癌,性早熟,盆腔炎","正常生理情况下，卵泡发育为成熟卵泡时，平均直径不超过1.5cm。若在生长发育过程中，卵泡发生闭锁或不破裂，致卵泡液积聚，形成卵泡扩张，直径在1.5～2.5cm，称囊状卵泡，大于2.5cm称卵泡囊肿。",NULL,NULL,113
2759,"月经失调","妇科、中医科","月经不调","月经量多,子宫出血,月经稀少,小腹冷痛","女性盆骨","暂无","月经疹,月经过多,月经不调,月经失调性不孕","月经失调也称月经不调，是妇科常见疾病，表现为月经周期或出血量的异常，可伴月经前、经期时的腹痛及全身症状。病因可能是器质性病变或是功能失常。",NULL,NULL,329
2760,"外阴基底细胞癌","妇科、肿瘤科","外阴基底细胞癌症","瘙痒,息肉,溃疡,结节","女性盆骨","暂无","鳞状细胞癌,外阴结核,外阴黑色素瘤,外阴乳头状瘤,前庭大腺癌,外阴恶性神经鞘","外阴基底细胞癌为不常见的外阴恶性肿瘤，恶性度较低。病变多呈局部浸润，易复发，生长缓慢，很少转移，占外阴恶性肿瘤的2%～3%。常见部位为大阴唇，也可在小阴唇、阴蒂和阴唇系带出现。",NULL,NULL,0
2761,"前置胎盘","产科","no","羊水血性,停经,胎位异常,胎盘前置,血压下降,失血过多,贫血貌,反复出血,面色苍白","女性盆骨","暂无","胎盘早剥,胎盘部分残留,前置血管,宫颈息肉,宫颈癌,贫血,静脉曲张","正常胎盘附着于子宫体部的后壁、前壁或侧壁。若胎盘附着于子宫下段，甚至胎盘下缘达到或覆盖宫颈内口处，其位置低于胎儿先露部，称为前置胎盘。前置胎盘是妊娠晚期出血的主要原因之一，是妊娠期的严重并发症，处理不当能危及母儿生命安全。",NULL,NULL,1178
2762,"阴道毛滴虫病","妇科","滴虫病","尿频,腰骶部酸痛,瘙痒,脓性分泌物,阴道分泌物增多,白带增多,尿道刺痒,间歇性血尿,尿痛,尿急","女性盆骨","暂无","结核性阴道炎,细菌性阴道炎,霉菌性阴道炎,阴道嗜血杆菌性,过敏性阴道炎,滴虫性阴道炎,非特异性阴道炎","阴道毛滴虫病滴虫性阴道炎是妇科常见病，由阴道毛滴虫引起。滴虫通过性交直接传给女方，在男方尿道及前列腺分泌物中，可以找到同种类型的滴虫。滴虫不仅寄生于阴道内，也可寄生于泌尿道下部尿道及尿道旁腺及子宫颈管内。临床上滴虫带菌者可不出现任何症状。寄生在阴道",NULL,NULL,70
2763,"经行泄水","中医科","no","no","女性盆骨","暂无","月经量多,经期浮肿,经期肿胀","经行泄水是由于脾肾气虚、湿热下注，不能行水化湿所致。证见月经来潮前两天阴道溢泄清水，水量、次数不一，月经量多，经期浮肿。",NULL,NULL,1
2764,"外阴汗腺腺癌","肿瘤科、皮肤科","no","湿疹,瘙痒,皮下结节,脓性分泌物,耻区肿块,溃疡","女性盆骨","暂无","湿疹,阴汗,外阴纤维瘤,外阴黑色素瘤,汗腺癌,大汗腺癌,外阴疣状癌,外阴基底细胞癌,外阴汗管瘤","汗腺癌是比较少见的皮肤附件恶性肿瘤，占皮肤恶性肿瘤的2.2%～8.4%。汗腺肿瘤大多为良性肿瘤，Tulenko报道的109例汗腺肿瘤中，汗腺瘤占88%，汗腺癌仅占12%。",NULL,NULL,0
2765,"妊娠恶阻","妇科","no","嗜睡,少尿,恶心与呕吐,胸闷,口唇干燥,体重减轻,疲乏,眩晕","女性盆骨","暂无","妊娠期糖尿病,早孕反应,妊娠呕吐,妊娠热病","妊娠剧吐是发生于妊娠早期至16周之间、以恶心呕吐频繁为重要症状的一组症候群，多见于年轻初孕妇，停经6周左右出现早孕反应，逐渐加重直至频繁呕吐不能进食，呕吐物中有胆汁或咖啡样物质。",NULL,NULL,0
2766,"羊水栓塞","产科","AFE","昏迷,脑缺氧,氮质血症,发绀,呼吸困难,肺泡出血,循环衰竭,乏力,出血倾向,抽搐","女性盆骨","暂无","急性肾功能衰竭,肺不张,胎盘早剥,节育手术并发症,妊娠合并肺栓塞,妊娠合并癫痫,低血压","羊水栓塞是指在分娩过程中羊水突然进入母体血液循环引起急性肺栓塞，过敏性休克，弥散性血管内凝血，肾功能衰竭或猝死的严重的分娩期并发症。发病率为4/10万～6/10万，羊水栓塞是由于污染羊水中的有形物质胎儿毳毛，角化上皮，胎脂，胎粪和促凝物质进入母体血",NULL,NULL,3261
2767,"阴道横纹肌肉瘤","妇科、肿瘤科","no","阴道出血,尿频,脓性分泌物,白带,尿急","女性盆骨","暂无","血尿,咳嗽,阴道内胚窦瘤,阴道横隔","横纹肌肉瘤rhabdomyosarcoma，RMS为高度恶性肿瘤。好发部位与年龄有关，婴幼儿多见于阴道，中青年多发生在宫颈，老年则多发生于子宫体。",NULL,NULL,0
2768,"外阴白斑","妇科","no","no","女性盆骨","暂无","淋巴管瘤,外阴黏膜白斑,黏膜白斑,流注,外阴淋巴管瘤,外阴纤维肉瘤,外阴白化病","外阴白色病变又叫外阴白色病损、外阴白斑或外阴营养不良。所谓外阴白斑实际上是指外阴局部神经与血管营养障碍引起的组织变性与色素改变的疾病。临床上常常把外阴局部的皮肤与粘膜变白变粗或萎缩性疾病，统称为“外阴白斑”。临床病理检查有非典型细胞增生者属中医学“阴痒”、",NULL,NULL,769
